token,total_count,baseline_count,up_count_x,down_count_x,baseline_freq,up_freq,down_freq,up_enrichment,down_enrichment,up_vs_down,up_pvalue,down_pvalue,up_significant,down_significant,up_delta_mean,up_delta_std,up_count_y,down_delta_mean,down_delta_std,down_count_y,baseline_rank_mean,up_rank_mean,down_rank_mean,up_rank_change,down_rank_change,category
 enter,20,8,6,6,0.00142602495543672,0.0011698186781048938,0.0011152416356877324,-0.23331919051245048,-0.3022084454421987,0.06888925492974823,0.9204732813047523,0.8500008912473355,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 example,18,2,9,7,0.00035650623885918,0.0017547280171573405,0.0013011152416356876,1.866216483038464,1.4753991332213536,0.39081734981711036,0.04992678545580071,0.16241487662781462,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT|DOWN_SAMPLING_ARTIFACT
 explain,11,6,1,4,0.0010695187165775401,0.00019496977968414895,0.0007434944237918215,-1.6781040331853463,-0.4250651932277321,-1.2530388399576142,0.16295276949469592,0.8024203965546302,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 factors,10,4,1,5,0.00071301247771836,0.00019496977968414895,0.0009293680297397769,-1.1926772060151045,0.32339603977630355,-1.5160732457914081,0.42646417443286533,0.9499067877020392,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 figure,15,4,5,6,0.00071301247771836,0.0009748488984207448,0.0011152416356877324,0.3922852947060518,0.5457884611127514,-0.1535031664066996,0.8929586332650301,0.701967285818226,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOWN_SAMPLING_ARTIFACT
 final,23,7,8,8,0.0012477718360071302,0.0015597582374731916,0.001486988847583643,0.29917589031457004,0.23028663538482202,0.06888925492974801,0.8620488487435953,0.9353406465366801,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 first,26,11,9,6,0.00196078431372549,0.0017547280171573405,0.0011152416356877324,-0.13378351696153598,-0.7172459447210423,0.5834624277595063,0.9813751529810723,0.3763012840359824,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 for,106,31,30,45,0.00552584670231729,0.005849093390524468,0.008364312267657992,0.08344719925913295,0.5839235899995225,-0.5004763907403896,0.9250223324632901,0.09298953640964056,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOWN_SAMPLING_ARTIFACT
 format,13,4,6,3,0.00071301247771836,0.0011698186781048938,0.0005576208178438662,0.6146777160424995,-0.26156646094485264,0.8762441769873521,0.646564714042672,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT
 from,20,6,8,6,0.0010695187165775401,0.0015597582374731916,0.0011152416356877324,0.49182096825696603,0.06036163394250956,0.4314593343144565,0.6631480174491033,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 has,28,6,16,6,0.0010695187165775401,0.003119516474946383,0.0011152416356877324,1.409358808064993,0.06036163394250956,1.3489971741224835,0.03290708635870936,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT
 have,36,15,9,12,0.00267379679144385,0.0017547280171573405,0.0022304832713754648,-0.5488210162403798,-0.2391986479163983,-0.3096223683239815,0.4220337529278517,0.7821218849807763,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 historical,13,3,4,6,0.0005347593582887701,0.0007798791187365958,0.0011152416356877324,0.4511789837596201,0.8677165560001138,-0.41653757224049365,0.9055439560691109,0.4654453548485197,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOWN_SAMPLING_ARTIFACT
 history,13,5,2,6,0.00089126559714795,0.0003899395593682979,0.0011152416356877324,-0.8707491111277421,0.2827540552789577,-1.1535031664066997,0.5232952667405302,0.9446229250631505,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 how,19,6,8,5,0.0010695187165775401,0.0015597582374731916,0.0009293680297397769,0.49182096825696603,-0.16203078739393834,0.6538517556509044,0.6631480174491033,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 hypothetical,13,4,5,4,0.00071301247771836,0.0009748488984207448,0.0007434944237918215,0.3922852947060518,0.06036163394250956,0.33192366076354224,0.8929586332650301,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 if,55,17,17,21,0.0030303030303030303,0.003314486254630532,0.003903345724907063,0.12925088887225755,0.3498682511374945,-0.22061736226523693,0.9283648025802484,0.5373164412382524,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 important,16,6,4,6,0.0010695187165775401,0.0007798791187365958,0.0011152416356877324,-0.356175938297984,0.06036163394250956,-0.41653757224049354,0.8612005562793602,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 in,157,51,58,48,0.00909090909090909,0.01130824722168064,0.008921933085501859,0.3114542200930068,-0.025368240083374488,0.3368224601763813,0.29431618418217,1.0,False,False,-13.21875,7.567405433832655,8.0,-11.53125,8.450155852324349,8.0,1.0,10.875,17.75,-9.875,-16.75,NEUTRAL
 include,16,7,4,5,0.0012477718360071302,0.0007798791187365958,0.0009293680297397769,-0.5488210162403798,-0.35467586533633416,-0.19414515090404566,0.648993608629883,0.8287199922414082,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 influence,10,3,5,2,0.0005347593582887701,0.0009748488984207448,0.0003717472118959108,0.714213389593414,-0.35467586533633416,1.0688892549297482,0.6305873679025511,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT
 information,31,9,8,14,0.0016042780748663102,0.0015597582374731916,0.0026022304832713753,-0.02275220457279221,0.6453241346636659,-0.6680763392364581,1.0,0.3494742212677704,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOWN_SAMPLING_ARTIFACT
 ingredients,14,5,6,3,0.00089126559714795,0.0011698186781048938,0.0005576208178438662,0.3516433102087059,-0.5246008667786465,0.8762441769873524,0.8817294959721979,0.7683518414530665,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 into,19,8,5,6,0.00142602495543672,0.0009748488984207448,0.0011152416356877324,-0.45571161184889836,-0.3022084454421987,-0.15350316640669964,0.6936984664393382,0.8500008912473355,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 is,281,102,92,87,0.01818181818181818,0.017937219730941704,0.01617100371747212,-0.018090827202929052,-0.16670727460341137,0.1486164474004823,0.982020007956607,0.46102364233179294,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 it,106,43,24,39,0.007664884135472371,0.004679274712419575,0.00724907063197026,-0.6863245399903148,-0.0771418898074253,-0.6091826501828895,0.06576565428931022,0.8868070923550437,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 its,17,6,2,9,0.0010695187165775401,0.0003899395593682979,0.0016728624535315986,-1.09314153246419,0.5749348067722678,-1.6680763392364577,0.3496535237435682,0.5498458459562134,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOWN_SAMPLING_ARTIFACT
 justice,15,6,5,4,0.0010695187165775401,0.0009748488984207448,0.0007434944237918215,-0.09314153246419003,-0.4250651932277321,0.33192366076354207,1.0,0.8024203965546302,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 key,22,7,4,11,0.0012477718360071302,0.0007798791187365958,0.0020446096654275093,-0.5488210162403798,0.6453241346636659,-1.1941451509040457,0.648993608629883,0.42561114543476464,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOWN_SAMPLING_ARTIFACT
 know,19,5,5,9,0.00089126559714795,0.0009748488984207448,0.0016728624535315986,0.12925088887225783,0.7973272281087158,-0.6680763392364579,1.0,0.37840248302833257,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOWN_SAMPLING_ARTIFACT
 las,17,5,5,7,0.00089126559714795,0.0009748488984207448,0.0013011152416356876,0.12925088887225783,0.4753991332213535,-0.3461482443490957,1.0,0.7177639999622883,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 laws,10,3,2,5,0.0005347593582887701,0.0003899395593682979,0.0009293680297397769,-0.2857866104065861,0.6453241346636659,-0.931110745070252,1.0,0.6796155502058661,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOWN_SAMPLING_ARTIFACT
 layer,14,2,5,7,0.00035650623885918,0.0009748488984207448,0.0013011152416356876,1.1292508888722579,1.4753991332213536,-0.34614824434909575,0.3812496727148166,0.16241487662781462,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT|DOWN_SAMPLING_ARTIFACT
 layers,12,6,5,1,0.0010695187165775401,0.0009748488984207448,0.0001858736059479554,-0.09314153246419003,-1.7469932881150945,1.6538517556509045,1.0,0.14504171592168627,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 legal,26,8,10,8,0.00142602495543672,0.0019496977968414895,0.001486988847583643,0.41875750606724266,0.06036163394250956,0.3583958721247331,0.6697322616558097,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 legislative,16,6,5,5,0.0010695187165775401,0.0009748488984207448,0.0009293680297397769,-0.09314153246419003,-0.16203078739393834,0.0688892549297483,1.0,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 like,75,25,30,20,0.004456327985739751,0.005849093390524468,0.0037174721189591076,0.38300748111804067,-0.24776066141982228,0.630768142537863,0.3817645248879049,0.6477206175609023,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 looking,11,5,2,4,0.00089126559714795,0.0003899395593682979,0.0007434944237918215,-0.8707491111277421,-0.20267277189128421,-0.6680763392364579,0.5232952667405302,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 major,11,2,3,6,0.00035650623885918,0.0005849093390524469,0.0011152416356877324,0.5442883881511017,1.2827540552789578,-0.7384656671278561,0.9201240326133742,0.26249775131505826,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT|DOWN_SAMPLING_ARTIFACT
 make,37,17,12,8,0.0030303030303030303,0.0023396373562097877,0.001486988847583643,-0.34023439442896247,-0.9396383660574904,0.599403971628528,0.6151309777896558,0.13429152341935868,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 making,11,5,1,5,0.00089126559714795,0.00019496977968414895,0.0009293680297397769,-1.4557116118488984,0.06036163394250956,-1.516073245791408,0.26422346007148506,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 maybe,95,42,30,23,0.0074866310160427805,0.005849093390524468,0.004275092936802974,-0.34281755544296494,-0.7809406200384321,0.4381230645954672,0.3574069318434804,0.03840728053473898,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 me,51,18,18,15,0.0032085561497326204,0.003509456034314681,0.0027881040892193307,0.12925088887225783,-0.18756587950107584,0.31681676837333367,0.9184807161369353,0.8193932600133578,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 meat,16,4,7,5,0.00071301247771836,0.0013647884577890426,0.0009293680297397769,0.8073227939848955,0.32339603977630355,0.48392675420859194,0.45162119690799973,0.9499067877020392,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT
 mention,52,20,18,14,0.0035650623885918,0.003509456034314681,0.0026022304832713753,-0.01513902046291714,-0.42506519322773234,0.4099261727648152,1.0,0.4612660293689389,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 mentioned,13,5,4,4,0.00089126559714795,0.0007798791187365958,0.0007434944237918215,-0.13378351696153598,-0.20267277189128421,0.06888925492974823,1.0,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 might,67,20,22,25,0.0035650623885918,0.004289335153051277,0.004646840148698885,0.2604954221505103,0.3684839293048412,-0.10798850715433089,0.6556729119970681,0.46030213513796003,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 moon,21,8,8,5,0.00142602495543672,0.0015597582374731916,0.0009293680297397769,0.12925088887225755,-0.5246008667786467,0.6538517556509043,1.0,0.631489411683463,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 more,44,10,22,12,0.0017825311942959,0.004289335153051277,0.0022304832713754648,1.1933812262919734,0.3013697334463044,0.892011492845669,0.02756603726169769,0.7552360930812431,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT
 name,21,11,6,4,0.00196078431372549,0.0011698186781048938,0.0007434944237918215,-0.6483566897912941,-1.2026727718912842,0.5543160820999901,0.43135172732166893,0.14170701429259314,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 need,78,28,20,30,0.004991087344028521,0.003899395593682979,0.0055762081784386614,-0.3364126834765542,0.15657694920181267,-0.4929896326783668,0.4824776124254788,0.7706504534548362,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 no,17,10,4,3,0.0017825311942959,0.0007798791187365958,0.0005576208178438662,-1.0082526348776772,-1.3990699846947876,0.39081734981711036,0.24173760037873598,0.1118501683426439,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 not,75,28,22,25,0.004991087344028521,0.004289335153051277,0.004646840148698885,-0.20516815019830165,-0.09717964304397059,-0.10798850715433106,0.6952808979016876,0.9023564381921275,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 of,274,103,79,92,0.018360071301247772,0.015402612595047768,0.017100371747211896,-0.24926073438147212,-0.10091927309055118,-0.14834146129092093,0.26648876796621934,0.6688152597512798,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 often,10,2,5,3,0.00035650623885918,0.0009748488984207448,0.0005576208178438662,1.1292508888722579,0.4753991332213535,0.6538517556509044,0.3812496727148166,0.9626586065527396,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT
 on,48,20,11,17,0.0035650623885918,0.0021446675765256387,0.0031598513011152417,-0.6781040331853463,-0.16203078739393834,-0.5160732457914079,0.23389926569554126,0.8400093836875691,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 or,118,47,30,41,0.00837789661319073,0.005849093390524468,0.007620817843866171,-0.5015153014620232,-0.13228344399988612,-0.36923185746213705,0.15073615565397824,0.7352812012889229,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 original,37,14,14,9,0.0024955436720142605,0.002729576915578085,0.0016728624535315986,0.12925088887225755,-0.5246008667786467,0.6538517556509043,0.9616084158683693,0.462571091579144,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 other,18,7,5,6,0.0012477718360071302,0.0009748488984207448,0.0011152416356877324,-0.2857866104065861,-0.13228344399988629,-0.1535031664066998,0.8936185903249106,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 out,11,4,2,5,0.00071301247771836,0.0003899395593682979,0.0009293680297397769,-0.6077147052939482,0.32339603977630355,-0.9311107450702518,0.7650018327029426,0.9499067877020392,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 people,21,7,7,7,0.0012477718360071302,0.0013647884577890426,0.0013011152416356876,0.12925088887225783,0.06036163394250956,0.06888925492974826,1.0,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 person,11,5,6,0,0.00089126559714795,0.0011698186781048938,0.0,0.3516433102087059,-2.5246008667786466,2.8762441769873526,0.8817294959721979,0.08136229752879659,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 position,41,15,15,11,0.00267379679144385,0.002924546695262234,0.0020446096654275093,0.12925088887225783,-0.35467586533633416,0.483926754208592,0.9498446979737519,0.6295843934919512,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 prevent,11,3,5,3,0.0005347593582887701,0.0009748488984207448,0.0005576208178438662,0.714213389593414,0.06036163394250956,0.6538517556509044,0.6305873679025511,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT
 process,29,9,13,7,0.0016042780748663102,0.0025346071358939366,0.0013011152416356876,0.6146777160424995,-0.26156646094485264,0.8762441769873521,0.3945404796596208,0.867806631362687,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT
 public,19,8,6,5,0.00142602495543672,0.0011698186781048938,0.0009293680297397769,-0.23331919051245048,-0.5246008667786467,0.2912816762661962,0.9204732813047523,0.631489411683463,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 question,30,12,8,10,0.0021390374331550803,0.0015597582374731916,0.0018587360594795538,-0.40126382782652215,-0.18064646556128516,-0.22061736226523698,0.6373371209337129,0.9083026947019709,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 real,11,4,5,2,0.00071301247771836,0.0009748488984207448,0.0003717472118959108,0.3922852947060518,-0.6766039602236964,1.0688892549297482,0.8929586332650301,0.7209714329833652,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 recalling,16,6,5,5,0.0010695187165775401,0.0009748488984207448,0.0009293680297397769,-0.09314153246419003,-0.16203078739393834,0.0688892549297483,1.0,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 recent,13,4,4,5,0.00071301247771836,0.0007798791187365958,0.0009293680297397769,0.12925088887225783,0.32339603977630355,-0.19414515090404572,1.0,0.9499067877020392,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 remember,10,2,1,7,0.00035650623885918,0.00019496977968414895,0.0013011152416356876,-0.45571161184889836,1.4753991332213536,-1.931110745070252,1.0,0.16241487662781462,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOWN_SAMPLING_ARTIFACT
 role,18,3,9,6,0.0005347593582887701,0.0017547280171573405,0.0011152416356877324,1.45117898375962,0.8677165560001138,0.5834624277595063,0.10936950562133346,0.4654453548485197,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT|DOWN_SAMPLING_ARTIFACT
 royal,24,1,16,7,0.00017825311942959,0.003119516474946383,0.0013011152416356876,3.216713730122597,2.0603616339425095,1.1563520961800875,0.0003350057282598753,0.0675456059464925,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT|DOWN_SAMPLING_ARTIFACT
 sauce,35,11,13,11,0.00196078431372549,0.0025346071358939366,0.0020446096654275093,0.3516433102087059,0.06036163394250956,0.29128167626619633,0.6712379767802555,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 says,11,3,5,3,0.0005347593582887701,0.0009748488984207448,0.0005576208178438662,0.714213389593414,0.06036163394250956,0.6538517556509044,0.6305873679025511,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT
 screen,18,13,0,5,0.0023172905525846704,0.0,0.0009293680297397769,-3.6781040331853463,-1.1620307873939384,-2.516073245791408,0.0015149204221038017,0.11811196609060406,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 should,105,34,28,43,0.006060606060606061,0.00545915383115617,0.007992565055762083,-0.14205113294513672,0.39051023563484055,-0.5325613685799773,0.7768498049807531,0.27158216443310174,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 simple,13,2,6,5,0.00035650623885918,0.0011698186781048938,0.0009293680297397769,1.351643310208706,1.0603616339425095,0.2912816762661965,0.23444706143526084,0.41694323550272594,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT|DOWN_SAMPLING_ARTIFACT
 so,44,20,9,15,0.0035650623885918,0.0017547280171573405,0.0027881040892193307,-0.9411384390191402,-0.33195578883625076,-0.6091826501828894,0.10532614928304562,0.5800485773428459,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
