token,total_count,baseline_count,up_count_x,down_count_x,baseline_freq,up_freq,down_freq,up_enrichment,down_enrichment,up_vs_down,up_pvalue,down_pvalue,up_significant,down_significant,up_delta_mean,up_delta_std,up_count_y,down_delta_mean,down_delta_std,down_count_y,baseline_rank_mean,up_rank_mean,down_rank_mean,up_rank_change,down_rank_change,category
 social,15,6,5,4,0.0010695187165775401,0.0009748488984207448,0.0007434944237918215,-0.09314153246419003,-0.4250651932277321,0.33192366076354207,1.0,0.8024203965546302,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 society,14,4,5,5,0.00071301247771836,0.0009748488984207448,0.0009293680297397769,0.3922852947060518,0.32339603977630355,0.06888925492974823,0.8929586332650301,0.9499067877020392,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 some,27,7,11,9,0.0012477718360071302,0.0021446675765256387,0.0016728624535315986,0.714213389593414,0.38228972882987183,0.3319236607635421,0.3687647715894723,0.738357818598647,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT
 something,16,5,6,5,0.00089126559714795,0.0011698186781048938,0.0009293680297397769,0.3516433102087059,0.06036163394250956,0.29128167626619633,0.8817294959721979,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 specific,18,3,8,7,0.0005347593582887701,0.0015597582374731916,0.0013011152416356876,1.29917589031457,1.0603616339425095,0.23881425637206055,0.17489153769155272,0.3098445481656227,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT|DOWN_SAMPLING_ARTIFACT
 stage,44,17,15,12,0.0030303030303030303,0.002924546695262234,0.0022304832713754648,-0.040674112570054634,-0.4091236493587108,0.36844953678865616,1.0,0.5280070660104245,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 start,43,17,15,11,0.0030303030303030303,0.002924546695262234,0.0020446096654275093,-0.040674112570054634,-0.5246008667786467,0.48392675420859205,1.0,0.40348260016763915,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 state,11,3,3,5,0.0005347593582887701,0.0005849093390524469,0.0009293680297397769,0.12925088887225783,0.6453241346636659,-0.5160732457914081,1.0,0.6796155502058661,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOWN_SAMPLING_ARTIFACT
 states,14,4,2,8,0.00071301247771836,0.0003899395593682979,0.001486988847583643,-0.6077147052939482,0.9083585404974598,-1.5160732457914081,0.7650018327029426,0.3476070010164858,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOWN_SAMPLING_ARTIFACT
 strong,10,1,7,2,0.00017825311942959,0.0013647884577890426,0.0003717472118959108,2.129250888872258,0.6453241346636659,1.4839267542085919,0.057819738616548544,0.9710738870352069,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT|DOWN_SAMPLING_ARTIFACT
 structure,16,3,8,5,0.0005347593582887701,0.0015597582374731916,0.0009293680297397769,1.29917589031457,0.6453241346636659,0.6538517556509041,0.17489153769155272,0.6796155502058661,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT|DOWN_SAMPLING_ARTIFACT
 sure,33,12,12,9,0.0021390374331550803,0.0023396373562097877,0.0016728624535315986,0.12925088887225783,-0.31814998931122035,0.4474008781834782,0.9877659187594323,0.7331550844134831,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 system,28,10,10,8,0.0017825311942959,0.0019496977968414895,0.001486988847583643,0.12925088887225783,-0.22914498325247523,0.35839587212473306,1.0,0.8830811499244386,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 that,247,78,87,82,0.013903743315508022,0.01696237083252096,0.015241635687732341,0.28490175933245226,0.1316203171123314,0.15328144222012086,0.2267926480241511,0.613069040911572,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 the,976,350,337,289,0.062388591800356503,0.0657048157535582,0.05371747211895911,0.07480310484988152,-0.21505649634711643,0.28985960119699794,0.5079637272108556,0.05729792522830914,False,False,-5.039930555555555,6.840549280527506,36.0,-5.220486111111111,7.821551700714152,36.0,1.0,7.611111111111111,9.194444444444445,-6.611111111111111,-8.194444444444445,NEUTRAL
 their,34,10,12,12,0.0017825311942959,0.0023396373562097877,0.0022304832713754648,0.3702589883760526,0.3013697334463044,0.06888925492974818,0.6714604906165851,0.7552360930812431,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 then,43,17,15,11,0.0030303030303030303,0.002924546695262234,0.0020446096654275093,-0.040674112570054634,-0.5246008667786467,0.48392675420859205,1.0,0.40348260016763915,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 there,41,12,16,13,0.0021390374331550803,0.003119516474946383,0.0024163568773234202,0.516274011981505,0.16727683785902145,0.34899717412248354,0.42035123773617966,0.9165481958585099,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT
 these,14,5,4,5,0.00089126559714795,0.0007798791187365958,0.0009293680297397769,-0.13378351696153598,0.06036163394250956,-0.19414515090404555,1.0,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 they,43,17,11,15,0.0030303030303030303,0.0021446675765256387,0.0027881040892193307,-0.45571161184889836,-0.10956336749980282,-0.3461482443490955,0.4779885444471872,0.9533604035645626,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 think,29,12,6,11,0.0021390374331550803,0.0011698186781048938,0.0020446096654275093,-0.7638339072112303,-0.055115583477426504,-0.7087183237338038,0.3220242537758645,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 this,15,5,4,6,0.00089126559714795,0.0007798791187365958,0.0011152416356877324,-0.13378351696153598,0.2827540552789577,-0.4165375722404937,1.0,0.9446229250631505,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 through,15,8,1,6,0.00142602495543672,0.00019496977968414895,0.0011152416356877324,-2.0406741125700547,-0.3022084454421987,-1.738465667127856,0.06172205414221448,0.8500008912473355,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 time,23,7,7,9,0.0012477718360071302,0.0013647884577890426,0.0016728624535315986,0.12925088887225783,0.38228972882987183,-0.253038839957614,1.0,0.738357818598647,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 to,304,126,81,97,0.022459893048128343,0.015792552154416065,0.018029739776951673,-0.5018817932818246,-0.3136132087144481,-0.1882685845673765,0.014693391846663179,0.11435007074516622,False,False,-13.161458333333334,8.3124554994252,12.0,-13.135416666666666,9.74259747153829,12.0,1.0,11.583333333333334,15.333333333333334,-10.583333333333334,-14.333333333333334,NEUTRAL
 too,15,4,5,6,0.00071301247771836,0.0009748488984207448,0.0011152416356877324,0.3922852947060518,0.5457884611127514,-0.1535031664066996,0.8929586332650301,0.701967285818226,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOWN_SAMPLING_ARTIFACT
 touching,12,9,0,3,0.0016042780748663102,0.0,0.0005576208178438662,-3.1926772060151043,-1.2615664609448527,-1.9311107450702516,0.01121576771774187,0.17008583034389718,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 up,16,3,9,4,0.0005347593582887701,0.0017547280171573405,0.0007434944237918215,1.45117898375962,0.38228972882987183,1.0688892549297482,0.10936950562133346,0.955819502998432,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT
 use,22,15,4,3,0.00267379679144385,0.0007798791187365958,0.0005576208178438662,-1.54882101624038,-1.9396383660574905,0.3908173498171106,0.03547522710230037,0.01219204966952856,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 user,126,51,37,38,0.00909090909090909,0.0072138818483135116,0.007063197026022305,-0.3232613158252491,-0.3546758653363344,0.0314145495110853,0.33175148339888605,0.2805092711506691,False,False,-4.071428571428571,3.255489868777706,7.0,-1.3214285714285714,7.323925242134913,7.0,1.0,1.0,1.8571428571428572,0.0,-0.8571428571428572,NEUTRAL
 using,24,7,4,13,0.0012477718360071302,0.0007798791187365958,0.0024163568773234202,-0.5488210162403798,0.8677165560001138,-1.4165375722404936,0.648993608629883,0.2251309573328107,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOWN_SAMPLING_ARTIFACT
 wants,24,9,7,8,0.0016042780748663102,0.0013647884577890426,0.001486988847583643,-0.19267720601510446,-0.09164145950254018,-0.10103574651256428,0.9434264244687206,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 was,16,7,4,5,0.0012477718360071302,0.0007798791187365958,0.0009293680297397769,-0.5488210162403798,-0.35467586533633416,-0.19414515090404566,0.648993608629883,0.8287199922414082,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 way,12,4,7,1,0.00071301247771836,0.0013647884577890426,0.0001858736059479554,0.8073227939848955,-1.2615664609448527,2.068889254929748,0.45162119690799973,0.3964328957225416,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT
 we,18,6,6,6,0.0010695187165775401,0.0011698186781048938,0.0011152416356877324,0.12925088887225783,0.06036163394250956,0.06888925492974826,1.0,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 what,24,9,6,9,0.0016042780748663102,0.0011698186781048938,0.0016728624535315986,-0.38532228395750046,0.06036163394250956,-0.44568391790001,0.7312138606756002,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 where,24,3,13,8,0.0005347593582887701,0.0025346071358939366,0.001486988847583643,1.9366058109298618,1.230286635384822,0.7063191755450398,0.014957195911549344,0.20182319289280112,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT|DOWN_SAMPLING_ARTIFACT
 which,25,10,9,6,0.0017825311942959,0.0017547280171573405,0.0011152416356877324,-0.008252634877677141,-0.5917150626371835,0.5834624277595064,1.0,0.5048237814839176,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 who,11,6,4,1,0.0010695187165775401,0.0007798791187365958,0.0001858736059479554,-0.356175938297984,-1.7469932881150945,1.3908173498171106,0.8612005562793602,0.14504171592168627,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 with,103,35,34,34,0.006238859180035651,0.006628972509261064,0.006319702602230483,0.0886089043749116,0.019719649445163454,0.06888925492974815,0.895112245490367,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 without,23,9,4,10,0.0016042780748663102,0.0007798791187365958,0.0018587360594795538,-0.8707491111277421,0.19786515769244456,-1.0686142688201867,0.3423995285522871,0.9272363370920554,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 would,25,9,11,5,0.0016042780748663102,0.0021446675765256387,0.0009293680297397769,0.3922852947060518,-0.6766039602236964,1.0688892549297482,0.6710295780817799,0.46900573900267517,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
 you,24,15,3,6,0.00267379679144385,0.0005849093390524469,0.0011152416356877324,-1.8707491111277421,-1.1322834439998863,-0.7384656671278558,0.016078497886897893,0.09857966152526564,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
"""",38,13,17,8,0.0023172905525846704,0.003314486254630532,0.001486988847583643,0.49182096825696603,-0.577068286672782,1.068889254929748,0.42663943226554224,0.4366393809010851,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
'm,10,3,2,5,0.0005347593582887701,0.0003899395593682979,0.0009293680297397769,-0.2857866104065861,0.6453241346636659,-0.931110745070252,1.0,0.6796155502058661,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOWN_SAMPLING_ARTIFACT
's,238,82,82,74,0.01461675579322638,0.015987521934100215,0.0137546468401487,0.12925088887225783,-0.08585910690853414,0.21510999578079198,0.6171917778902577,0.7632102861004723,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
't,49,21,12,16,0.0037433155080213902,0.0023396373562097877,0.002973977695167286,-0.6297410116239474,-0.31160714344444823,-0.3181338681794991,0.25503160517627893,0.5952064131669217,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
),12,6,2,4,0.0010695187165775401,0.0003899395593682979,0.0007434944237918215,-1.09314153246419,-0.4250651932277321,-0.6680763392364579,0.3496535237435682,0.8024203965546302,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
**,11,2,1,8,0.00035650623885918,0.00019496977968414895,0.001486988847583643,-0.45571161184889836,1.645324134663666,-2.101035746512564,1.0,0.09926439143328288,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOWN_SAMPLING_ARTIFACT
",",1062,348,383,331,0.06203208556149733,0.07467342561902905,0.06152416356877324,0.2671301633837617,-0.011682160920217797,0.2788123243039795,0.010477576569802806,0.943455364495138,False,False,-8.664473684210526,9.372954968986042,38.0,-8.754934210526315,10.895090381508105,38.0,1.0,6.842105263157895,11.236842105263158,-5.842105263157895,-10.236842105263158,NEUTRAL
",""",10,6,1,3,0.0010695187165775401,0.00019496977968414895,0.0005576208178438662,-1.6781040331853463,-0.7469932881150945,-0.9311107450702518,0.16295276949469592,0.5456694127304467,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
.,730,256,228,246,0.04563279857397504,0.044453109767985964,0.045724907063197026,-0.0371698722246763,0.0031043163333092003,-0.0402741885579855,0.804301972987113,1.0,False,False,-10.584821428571429,6.561085339411761,14.0,-13.089285714285714,9.617464404193761,14.0,1.0,6.285714285714286,13.285714285714286,-5.285714285714286,-12.285714285714286,NEUTRAL
".
",12,5,1,6,0.00089126559714795,0.00019496977968414895,0.0011152416356877324,-1.4557116118488984,0.2827540552789577,-1.7384656671278562,0.26422346007148506,0.9446229250631505,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
".

",146,51,53,42,0.00909090909090909,0.010333398323259895,0.007806691449814126,0.18369867289463387,-0.21381332949648446,0.39751200239111834,0.5767796860735976,0.5283354405463377,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
0,17,8,2,7,0.00142602495543672,0.0003899395593682979,0.0013011152416356876,-1.4557116118488984,-0.10956336749980282,-1.3461482443490955,0.1494102182957155,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
1,13,4,2,7,0.00071301247771836,0.0003899395593682979,0.0013011152416356876,-0.6077147052939482,0.7384335390551474,-1.3461482443490955,0.7650018327029426,0.5009997432331685,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOWN_SAMPLING_ARTIFACT
2,16,3,3,10,0.0005347593582887701,0.0005849093390524469,0.0018587360594795538,0.12925088887225783,1.5197932525798068,-1.390542363707549,1.0,0.08168900253731612,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOWN_SAMPLING_ARTIFACT
3,18,6,7,5,0.0010695187165775401,0.0013647884577890426,0.0009293680297397769,0.3218959668146537,-0.16203078739393834,0.48392675420859205,0.8715004665787816,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
9,12,4,3,5,0.00071301247771836,0.0005849093390524469,0.0009293680297397769,-0.19267720601510446,0.32339603977630355,-0.516073245791408,1.0,0.9499067877020392,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
:,41,16,14,11,0.00285204991087344,0.002729576915578085,0.0020446096654275093,-0.05132135676956304,-0.44213870658667365,0.3908173498171106,1.0,0.5079627621955645,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
</think>,13,4,2,7,0.00071301247771836,0.0003899395593682979,0.0013011152416356876,-0.6077147052939482,0.7384335390551474,-1.3461482443490955,0.7650018327029426,0.5009997432331685,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOWN_SAMPLING_ARTIFACT
<think>,35,12,11,12,0.0021390374331550803,0.0021446675765256387,0.0022304832713754648,0.013773671452321666,0.06036163394250956,-0.046587962490187894,1.0,1.0,False,False,0.7272727272727273,0.5858172225035878,11.0,-1.3636363636363635,0.7276987388648235,11.0,1.0,1.0,1.0,0.0,0.0,UP_SUPPRESSED
?,22,12,3,7,0.0021390374331550803,0.0005849093390524469,0.0013011152416356876,-1.5711888292688343,-0.6400780841985825,-0.9311107450702518,0.05804670071863024,0.4080466946075675,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
Also,11,3,4,4,0.0005347593582887701,0.0007798791187365958,0.0007434944237918215,0.4511789837596201,0.38228972882987183,0.06888925492974829,0.9055439560691109,0.955819502998432,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
First,16,6,4,6,0.0010695187165775401,0.0007798791187365958,0.0011152416356877324,-0.356175938297984,0.06036163394250956,-0.41653757224049354,0.8612005562793602,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
I,47,18,15,14,0.0032085561497326204,0.002924546695262234,0.0026022304832713753,-0.11867662457132772,-0.28067528389255747,0.16199865932122975,0.9274229998617304,0.679874638317924,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
Okay,37,14,11,12,0.0024955436720142605,0.0021446675765256387,0.0022304832713754648,-0.19267720601510466,-0.146089243524917,-0.04658796249018765,0.8599543685205832,0.9286616570390708,False,False,-1.5227272727272727,2.3755382165273238,11.0,-0.5909090909090909,2.2535325803966293,11.0,1.0,1.0,1.0,0.0,0.0,NEUTRAL
Option,10,3,4,3,0.0005347593582887701,0.0007798791187365958,0.0005576208178438662,0.4511789837596201,0.06036163394250956,0.3908173498171106,0.9055439560691109,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
Over,23,14,0,9,0.0024955436720142605,0.0,0.0016728624535315986,-3.777639706736261,-0.5246008667786467,-3.2530388399576142,0.0009253591151003554,0.462571091579144,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
The,19,10,4,5,0.0017825311942959,0.0007798791187365958,0.0009293680297397769,-1.0082526348776772,-0.8141074839736314,-0.19414515090404583,0.24173760037873598,0.34079271707611297,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
Wait,27,8,9,10,0.00142602495543672,0.0017547280171573405,0.0018587360594795538,0.28125398231730764,0.3498682511374945,-0.06861426882018684,0.8532243403261712,0.7453097798999188,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
agna,17,6,5,6,0.0010695187165775401,0.0009748488984207448,0.0011152416356877324,-0.09314153246419003,0.06036163394250956,-0.1535031664066996,1.0,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
ent,42,13,18,11,0.0023172905525846704,0.003509456034314681,0.0020446096654275093,0.5698234802582391,-0.16203078739393834,0.7318542676521775,0.3319592635030461,0.9189700924833049,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT
ing,14,5,5,4,0.00089126559714795,0.0009748488984207448,0.0007434944237918215,0.12925088887225783,-0.20267277189128421,0.33192366076354207,1.0,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
ls,18,6,5,7,0.0010695187165775401,0.0009748488984207448,0.0013011152416356876,-0.09314153246419003,0.2530067118849056,-0.34614824434909564,1.0,0.9398020947132412,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
ness,15,7,1,7,0.0012477718360071302,0.00019496977968414895,0.0013011152416356876,-1.8707491111277421,0.06036163394250956,-1.9311107450702516,0.1003120950485338,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
pa,10,3,6,1,0.0005347593582887701,0.0011698186781048938,0.0001858736059479554,0.9366058109298618,-0.9396383660574904,1.8762441769873521,0.42245020950791823,0.646717136823161,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT
shine,41,13,18,10,0.0023172905525846704,0.003509456034314681,0.0018587360594795538,0.5698234802582391,-0.28756166947779715,0.8573851497360363,0.3319592635030461,0.7511962343651277,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UP_SAMPLING_ARTIFACT
us,10,3,2,5,0.0005347593582887701,0.0003899395593682979,0.0009293680297397769,-0.2857866104065861,0.6453241346636659,-0.931110745070252,1.0,0.6796155502058661,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOWN_SAMPLING_ARTIFACT
